ordinal   number    name                        hash
431       129       NtOpenRegistryTransaction  25c458874295688984d927e3c06086381a4e8bd0741a8a94af3de7012612dd9f
432       12a       NtOpenResourceManager  0e156f353fbfb6f2ad4bee0ffa484a208dd11e6eaa52384fe36e7173c5907548
433       37        NtOpenSection  d60fb8fb625aafedf9a9e066bb22f562ea164ef92a41b9c3426c68f7b726cde6
434       12b       NtOpenSemaphore  7c9cd3956fbf2eefee091b9aafe2dedac2e9a0d77963008c32babf7a9c56d8e7
435       12c       NtOpenSession  e2e2c819cde832150771b1ed99e3c8a6571b9879125e4eb25e31af1b03870940
436       12d       NtOpenSymbolicLinkObject  6b3649bfa9367ae7f3fe61db8cd6ffabcd25b525736b22540a0a95947e8a5499
437       12e       NtOpenThread  28374bd5b6c867eaed68352552ebf171f9549f2d5acb88dea66cebaa74806221
438       24        NtOpenThreadToken  018176a57e811d17e0157bd3725d2f61b2075441cd429cd0c7feec299a7754cb
439       2f        NtOpenThreadTokenEx  e4cb17d6c9aebc867be5dd00e592c45c04b7caeb0349be4370161f17db28f043
440       12f       NtOpenTimer  5641cb75e5a98b0efa40ed7f06c94cc76ff0e7fa77a2cba144d70dc2a9078465
441       130       NtOpenTransaction  d06f09b3e6ff14a4363d44490e08c0c8ad9f5c6829a39a396d9e32b6e4ce20d3
442       131       NtOpenTransactionManager  465f8e468ca3b817cf076489c72ce1cdaac6d0bdf0d031f5cd1db5726a4d757c
443       132       NtPlugPlayControl  82c65dc93efa86bae4cf32e9f1d9d6a15c5132ae623ab4e628080bccd9c5196c
444       5f        NtPowerInformation  548a66d92b17278cf50d2f2745c2f0a905ab3d3cffedfc487c9159e37c366d40
445       133       NtPrePrepareComplete  3bfe077562c9a2187d87d8fbc95e7c886db0544fffdb89aa3f1188e26b121c87
446       134       NtPrePrepareEnlistment  f966482e94a136d7843f43be0de5a8eddd70137a743b8c895eb5c79df6cf67ed
447       135       NtPrepareComplete  f1c6a5ce464ea5d2184c4a503760241bd2cdefa7848eb2d8013067ddc2c22703
448       136       NtPrepareEnlistment  81459920216d0fd572111e2b05acba8520875ea4caa32367cd1d721bc664b456
449       137       NtPrivilegeCheck  115d01cdb3d1051d4a79f66681951714214dac4beb619afb016469169d6938a0
450       138       NtPrivilegeObjectAuditAlarm  7fadf5658d723f358345fbf0d6fc299587f46f3e76736c194cde958532c0c223
451       139       NtPrivilegedServiceAuditAlarm  184fab7f86507cc51d57d7dcc91c73ec2fa4c6ff66600382e0cbb9b019cfca8c
452       13a       NtPropagationComplete  9931d9e597f86dba69019320d76de8ed59a8c05513979301c4690ab81f0fc86d
453       13b       NtPropagationFailed  44ab44bc41f642c553d39d8a0dcb9d3209b12c34fd570d6b1f3919581ab86b91
454       50        NtProtectVirtualMemory  1847e11f5ec2a024b602d276a8cfa3e1d6ad72297ea5a046da69b8bbac59fb84
455       13c       NtPssCaptureVaSpaceBulk  5259792221cf222fab84454c0d2ba08c8c4d3dad7825a3577b4a5835dd5d46ff
456       13d       NtPulseEvent  0210a2b4dfa59133f4d053ad8f901a052f842d5ab28dae1368cb48b16b440ec5
457       3d        NtQueryAttributesFile  f825cd70583c41a8db67acfc760f0c4cccdc3b2644a5b224be3b0c9c4e1cc48d
458       13e       NtQueryAuxiliaryCounterFrequency  c12e412fa5a9af78c01868a00551f79d7920e1b80a53b28a758eaa0ba75c1697
459       13f       NtQueryBootEntryOrder  86b2f77bc2072fab45e363e4d4e51468e06199ef79f88b84b03fb574393f4a4d
460       140       NtQueryBootOptions  397fabff2b762aa60b394b54a57c35b0fc4c229cd567cae5efb3a776c3141e5d
461       141       NtQueryDebugFilterState  be6fa41471819124b9c65675f12f1374dd924c58405728100f2832ec7fbf9ca5
462       15        NtQueryDefaultLocale  61f64eb2b4ccae3d3689b3b1ccf5ca1bf82345af40c0af5324a7464b7d5d4f16
463       44        NtQueryDefaultUILanguage  5a3303a89cc55fa5749b9edb0e5778c14994f2eb06881a9ef41a006dbe2a494e
464       35        NtQueryDirectoryFile  d094cdffade83138241ae84b21a5f5feccb3de7c408b46272fe66544ed177635
465       142       NtQueryDirectoryFileEx  c54eea9c033e1c1d12fcfc5ade009f6abf136259ced311493516f89cb1b37fe5
466       143       NtQueryDirectoryObject  c02b43abd22075953f331ba7a1203a973df69fed6aec5a646c1b0021bc385917
467       144       NtQueryDriverEntryOrder  efcbd30339a3f0b41712de7665c768f4ee023aa5d44e847e7b6d4376f68164a6
468       145       NtQueryEaFile  a2e9a76df6a06fbd3fd386627943f10911874dda1e7760faa276b30b73fb74bb
469       56        NtQueryEvent  7e13509e549dfb4c07e7931a069b14765e939a8f8ca36608e271c76e7bdced49
470       146       NtQueryFullAttributesFile  6f4c2b926a724a9b85e03c71cf3adae293464d0d53af45f6646104107e89bdc5
471       147       NtQueryInformationAtom  b77c33828ab0080cdca3095c7af1602e514da354dac4d861031abea8883a480f
472       148       NtQueryInformationByName  b88d1640d43d22c7839d9011c65b23a64f57da219af954ad18b3743eb3d87196
473       149       NtQueryInformationEnlistment  bccab8428e48c0e23dcb92c202dd2229eed50b492a0a8851ff2eac3b5a013ae5
474       11        NtQueryInformationFile  2a5eba15aeb53243c5608eb4dbdd992211a812cb37d48d9f91765266afb61821
475       14a       NtQueryInformationJobObject  1eea7c449c229bfe067ac3d7d3fc090b2960016135ccbc0c4e8df479de8d832b
476       14b       NtQueryInformationPort  424ab15a4c3621e4cd79c0f9df110dbfb42321832027fffd551dd6116f8847ce
477       19        NtQueryInformationProcess  89a7e4ba657c9d21b7416caab09420446224432bd9e2d5f14bda3707475d53ea
478       14c       NtQueryInformationResourceManager  13960bbe799f58a2ddae1223f53274d0addb47b214fa2fbb8d67541274e47068
479       25        NtQueryInformationThread  7c0b559087791ce724aed6c80024128745927b6f9980b4237982fe9bfea1b761
480       21        NtQueryInformationToken  84cd15e36e556ea249ee1fcb6a4a37f88a0c62d4e105578673c6a883928736ff
481       14d       NtQueryInformationTransaction  84166ab2e7f7f8600ccefbb51927d75b355faa1b90ab9aa659f6ca1263ecc87a
482       14e       NtQueryInformationTransactionManager  3378436931fa2b47fc23bf4a95360e6ee4081a598dffabe0116789b8594683f1
483       14f       NtQueryInformationWorkerFactory  0799ed5d44df0d6314331a60a5eb0ec2664888a081b95d3f253e5aded9ab2659
484       150       NtQueryInstallUILanguage  c52891919fe67536d2cf7c1fb1d6c01513538b454c9232e0ff3dd05c4766ad10
485       151       NtQueryIntervalProfile  8968b3a68a8d2757607b719619c1b8370398bb79c5f2fbea0bea43aea60d84c7
486       152       NtQueryIoCompletion  94721f9391f1da15f2e11b166eef0a630bdc3b0e4f4a2119f7778a17ff1b0bd8
487       16        NtQueryKey  a0e2a4ec70ff79c70c52cce1cf03401e363fe4eaf5fb060c7569d039c919bc9a
488       153       NtQueryLicenseValue  40123c9898d847875c7294365151f71253eb953e670d32b607b7ed2d09cde355
489       154       NtQueryMultipleValueKey  51641ed1e05a0f62877cfea35a0d183140669756e695893d790b4f94e1d390f0
490       155       NtQueryMutant  3977a09a5c02ccf521241a0298a0dc42898d047f3b299df6160ca0c42f35c40d
491       10        NtQueryObject  65e83a7fa65f2de272613ae424bfc23f16b0da1e9e75c42f121ba5375f813898
492       156       NtQueryOpenSubKeys  b38e750b10baf2e922171cb3bf990a9ea0900ce80e8051fc765e0aa0bd1819f3
493       157       NtQueryOpenSubKeysEx  1ebd87ab740461d00620510e704cc2b8df40ce59e95b34e4888e456c284e8c71
494       31        NtQueryPerformanceCounter  19cf304ed41a00ed1ae678d9b66f5e812841d40ee811fe60540533e3bbd22d79
495       158       NtQueryPortInformationProcess  0dcd832307925ba92d14200cd55e35459772a4cce39e631fd810d190e0cb0de6
496       159       NtQueryQuotaInformationFile  2827cac4226ffd0bacf24bb787ae2e03dde4e10568f7432eef2669f1f8ce1fc7
497       51        NtQuerySection  cf0dc318d80cf65075cbe937cd8829d64d24d0825fd7a2264c5b85be89389574
498       15a       NtQuerySecurityAttributesToken  acaadcb4192c3f5a22edebb1d4a0a0de8b01d2da20a640d66f623dd57ec7e5ac
499       15b       NtQuerySecurityObject  f8746c396542083872042f10e965ab0fcaeaa1e33722841de2b1b9b2336a74d6
500       15c       NtQuerySecurityPolicy  008b40080107fa6b63dc4e57501cf3b51bc59368122ddc693a955acbcf0b90cf
501       15d       NtQuerySemaphore  85f98ba93bbd2e4a0599d4062f0c009e075ed8bfb2099f225f9960789bdf6bae
502       15e       NtQuerySymbolicLinkObject  7eb5268b09c6309910fa84df697a2e9c044a530cbfb1a8ad594fdedf14330d57
503       15f       NtQuerySystemEnvironmentValue  37772c789d48c8ad9612a2b400b9e1d5b17aa02aff4109fd733c6124dc981bee
504       160       NtQuerySystemEnvironmentValueEx  d6652f42cc0a8e3ff683ddcd2d71c036fd505e9b0071171e59a618f923fa2b27
505       36        NtQuerySystemInformation  b1e5aafdf839e807a383c0f8300a6fadfa95bdb3d6619fd7fe8cbc0e80b2524c
506       161       NtQuerySystemInformationEx  da192b7ac2b7bf9a319ff0b75a1ec8b2249b22c62450bc86294e802b48ebe49c
508       38        NtQueryTimer  b5928657b6b8627e386773e95866e49d56604dc7fb80bd31761e6d88516c6eb0
509       162       NtQueryTimerResolution  6d6477de2ddce36eba7a04a19f2120fcf2cc7b7bace05c97d82d5d9ba593c2db
510       17        NtQueryValueKey  070024ba46ac2f4676d0137278af27b267a0d1ea97f390bb025d583fc37ad175
511       23        NtQueryVirtualMemory  d325b21743a06ebab164cf176c52844609d283c9ab9271ee3211fc13373a8abb
512       49        NtQueryVolumeInformationFile  4f6f2c8bbcb4282ca196aedd3ea4889ec122244fee7ae765393979e29c84e33f
513       163       NtQueryWnfStateData  f7f530d55872b7bcd5b34023945b8356ff53a5240e40c8d35e5cc034727ac2c9
514       164       NtQueryWnfStateNameInformation  de8e48540cc651fc244c0514640ed9adc5d8ce2ba05f445dfc0c11c7ae9d5eff
517       166       NtRaiseException  4568ec2329d0228cf75f18c0e6aa4792b511ba6f25aaba1010c112b3b85ae57b
518       167       NtRaiseHardError  bdd6b46e0d05b0aa4c80ca1224721b453a1d2709ebc6684eaa9862474efd2d52
519       6         NtReadFile  62cd0b04ffd9c13bb346f3c5f32664833f16e2549cf41a91479e7e0ac7cce96b
520       2e        NtReadFileScatter  04875ac930adda02914324080b2a68f8c22e713fefc0b7412e06a43afd8a8a4b
521       168       NtReadOnlyEnlistment  63d281ace63f59f11c79520daa4c1b0619cd1363c8db310fd1352a2538948033
522       54        NtReadRequestData  199da5445de4d1608d100b9f7bfdea8a3cf5228623e06544df56eb8454ffbc1a
523       3f        NtReadVirtualMemory  8287f8bf5e65880ce4a8df964bd6e32ad81582f1655a13dbe7343472f6f096a3
524       169       NtRecoverEnlistment  3406ac3e4277544c8937f9b2f6cbb45cea570f0dbaba08a088d7f07f6a54f21d
525       16a       NtRecoverResourceManager  6b967c42099455eb7dabb054327144f9ad687ead74e081b0d21e29596bdaaec4
526       16b       NtRecoverTransactionManager  b6d65e8d1e45d23fcc0efb7ec30a45964e54c9987f0b35a1337495d8590a72d8
527       16c       NtRegisterProtocolAddressInformation  a9e847d50b7930fa3313ec26cb647468cd8c7be4b8e4b5438a44705aab7df4d4
528       16d       NtRegisterThreadTerminatePort  c3b37367394c5b2620767dc9d9cb322995e1a6ee69e4de3f5aa74ab841a9ba0c
529       16e       NtReleaseKeyedEvent  788d1ef1f13d3759761852e9db864b345e0f5a560e61dd34fd58815f608eef64
530       20        NtReleaseMutant  9526f08ee9648558b2c272eef2179dd10e09db8270b9a1af58daacb663c3492d
531       a         NtReleaseSemaphore  ecd2ecebf1d8d00c1bd1307d5ebd6936fd501a7dc344c08c33c344ed013bd6b2
532       16f       NtReleaseWorkerFactoryWorker  4061e4edeb09e1cde92913fbfda9f41c1e8dd58776add6051bb59827b6df81d6
533       9         NtRemoveIoCompletion  f8d78fb8ccc6abbb57266c488648a067bb496a1fc05338d3faefd451ece7edf1
534       170       NtRemoveIoCompletionEx  9d4cc4d20330faf050e2171953895ea56d5a7d7b28826fc7a0251c803c500b6e
535       171       NtRemoveProcessDebug  bfc33d4c7aae50b229bf57f737878bd638396eb7c63d56110189993a60bbbe83
536       172       NtRenameKey  5d23e49bb30a300d8f715fbdec531b110ebe9c980402e2434550164c4d0d4e31
537       173       NtRenameTransactionManager  e14830180c34c42ace69a18dc9e7cd7e815ab5105b9ed1dc6c153e9dfb4141b3
538       174       NtReplaceKey  7e05fe3c647816f169dd8c469ca2b5557808f942ad748d20afc6d5c0cb35bf31
539       175       NtReplacePartitionUnit  285a5f277dd72e51c182e80f308ecacc645143d4b8b1a13115f80fdc34e55525
540       c         NtReplyPort  b3ce1b8c08b3fbe189705b281ff48197ebf6b1449528d280361696ce040b30a2
541       b         NtReplyWaitReceivePort  79725c973746c7c3624c93c6f8557feb33bdbebb71f2de82407e8ea1c010ab5f
542       2b        NtReplyWaitReceivePortEx  7182380491696354458b412578fb4bd709d202927426879640670dab5dde0100
543       176       NtReplyWaitReplyPort  2c4206262943a2fdf8e9bb5874ced38733661090db8c4fc7738a20b924316f9f
544       177       NtRequestPort  8db1d9d0f3849e52a9b0051a570861fec1b74be0ce7597a7c6acd5d2b873547e
545       22        NtRequestWaitReplyPort  0992540ef8f3cdc6710609fc1c8d0e25625c6779af972c11f00f7d882770a908
546       178       NtResetEvent  85cbaba1a836773164246b5f9264c07cdb9dccb91f7cf7d67c02b361a5131337
547       179       NtResetWriteWatch  8b5c1235fbcf1fa590a94ee2ca7a78a6d3e802d9d544eb38673131ad94cc08ef
548       17a       NtRestoreKey  6ee598a53020ad36806c1e490f6bdf0651115156f4a9d8d3e3f2d4ef57734851
549       17b       NtResumeProcess  e4e821394d9a7054378713c1bb8fc465fffeebb528bcd4aa826bbba49b9a435c
550       52        NtResumeThread  739d6d716fcf7bd94493c8f65c00d0ba17defe53a2fcc017e0fb5a79f74523ba
551       17c       NtRevertContainerImpersonation  e09ea48b007c2ada44defe9db30599db8774eb5680f35797fa15414e679af6cc
552       17d       NtRollbackComplete  5d2e72849ac66b4aa8fbd2a198b5431dd4211c0d4bd84bfa6b0a81a11c21f92c
553       17e       NtRollbackEnlistment  f0f565d2611724cb4fb67d52dbc0ab1ffaaa6a208ba4619f676816ee8f757927
554       17f       NtRollbackRegistryTransaction  6631a662ea205529cbfb0565fdc514fe20fff2bed827d779313806d2faaca570
555       180       NtRollbackTransaction  2ec0b9ebda5ff51c10e5dee2d58058d1afec793759a17792e7ec88fc2f40a69a
556       181       NtRollforwardTransactionManager  905c8e9d8b2178962bd50d0c7c0e927f6ec72d949ebe814163027fca236e6d40
557       182       NtSaveKey   cc5c0c122c223be10e79ea9d85fc7a901e89a695a301d804ba2953eb6bdd3067
558       183       NtSaveKeyEx  cc56cd498416e9ec1e499eba19bef31dc0eeefc0a14f4d8dabbceb7becee7dd2
559       184       NtSaveMergedKeys  524cb81d281f2c4cf79ef92a44a463b5c8045500f4a1bfc21b9fe5f53f0c62a1
560       185       NtSecureConnectPort  f6f0fd93f3c659b4108f67abf84b302e358ef5b6a7f5d72d3a38cdd3d6087938
561       186       NtSerializeBoot  720a77dc0328f4cbb168d97b9684ea1cb3f68f2c61f50020dd41755966908a3a
562       187       NtSetBootEntryOrder  075948ea58982e8f6e121968fb5dcaac36f27d0079ffcf3c9b53237ee57ac430
563       188       NtSetBootOptions  337d90a17260ed57cf694adb1cd6aca0787e4bdb57e25c632f3a9a9badd57318
564       189       NtSetCachedSigningLevel  44695df76c275d9038b8ad7395fb13de929bc15cb4d5e016edd338051cacd365
565       18a       NtSetCachedSigningLevel2  c4975ac640e2cd5f3324317d905f6f6cdfdd9edc9f858f54a90d75228d9465ad
567       18c       NtSetDebugFilterState  786a4c9ca16349579c784ab074b965f10a48433f66a99f07d584c02e4b7cba8b
568       18d       NtSetDefaultHardErrorPort  3a4064e4df3ce03b888b33b8fe472372bbfe861ac222e2ea4280ebae71903b32
569       18e       NtSetDefaultLocale  ff50038bc7b72b821265728b8138a7a5af6213719bd9ed17626c313810958007
570       18f       NtSetDefaultUILanguage  e215965712dab2e14d5e84a4a6416bc7d1062ac178ea0c64c7ad5c2ea7bc857d
571       190       NtSetDriverEntryOrder  fa533cc39280d7a69ac10ecf83fa03378c5015f88cf087abaf1ac4e572031f5d
572       191       NtSetEaFile  7834551cee2497365d3d1b6c9b05da20d976f60bf830fcc398736b3869789844
573       e         NtSetEvent  7d2c6b3eab57d20330822c3e784dfb5254e38d075e4db4258e98df0434bad27e
574       2d        NtSetEventBoostPriority  925ae46e9d936de7da39f1629add3be5690b7acd99a64ad900563dce247be228
575       192       NtSetHighEventPair  a6eedc29146382203be0ec6aa65a4df48c7b3ed41dfec14df1f83ad874422e81
576       193       NtSetHighWaitLowEventPair  6bfa793aad4852df778149d677febd5b702d642da3d0cd00075b4305614ff614
577       194       NtSetIRTimer  e5484b0f4c072e12463e7097499eab47d4bb2af2f3a455e7d45d9a695e901d13
578       195       NtSetInformationDebugObject  918a47b4a6a0bcf339147b108ef1b36f532dc1ac476a437f3f8391d1cc6f0942
579       196       NtSetInformationEnlistment  97c0cbe8f872ddc0858852b4b2c15f9a454f1407f5a885452932f17428abe181
580       27        NtSetInformationFile  7cb62d74f07c6f1246015644eeba96e40c8141214bac72e077f9e7a535e908c7
581       197       NtSetInformationJobObject  ef56e37e3b2710a895cec9151aaa9a0f6d2b9fd730226227cf5e82659a9301d8
582       198       NtSetInformationKey  29770cc901edf52a5336c5d23155a260bc7cc04d1c78d1160843c894003c3de5
583       5c        NtSetInformationObject  147c938a6954d3b402ef45989c6cef4d5a297aa202401ba1d35002cf34bcdb3c
584       1c        NtSetInformationProcess  4f92c2df527a09264dcd5056a5cf6d8ac41a70187b5adbb61153f091de0a58e5
585       199       NtSetInformationResourceManager  4cfa251a086673bc0ab10c7cb1346266f15be3d2e7212b98641bbff92fb27896
586       19a       NtSetInformationSymbolicLink  2a6aa4fd23c40cf48aefb2e36878f667f3392a548bb4a152634ca0e9ff259350
588       19b       NtSetInformationToken  7a7161e6f9d9dc93562486819404dba4fec247b997704a10af608d489cc57b46
589       19c       NtSetInformationTransaction  c124e90f3fe18d62f1cbb9bf8b4c3e89f8e47d390fad1a18fe4ca495dc9e68d1
590       19d       NtSetInformationTransactionManager  0059217de4a0651e5d6872eed5b2d9cddf639e54e7b359e9fdc34afbd04c661f
591       19e       NtSetInformationVirtualMemory  8d3582a2b74dff3bbb501af92f97aff6163f26d6613f091988db4ed17339a932
592       19f       NtSetInformationWorkerFactory  44e74e604ce103cbba5bc3b419467a2466a257349e236fe2003183f85a087e16
593       1a0       NtSetIntervalProfile  870700a3411270e84b4a9abcac433bb05dcc650765ee425651fb8a94dffaee5f
594       1a1       NtSetIoCompletion  97ae2e73c2bda3238158056046b1eab1c41b59486e60675ac60498a8f4adb4df
595       1a2       NtSetIoCompletionEx  ed25d664cab99dfaa589d3f8680fd7d35f7d66989bb13f64ba3b0a9a366a2b28
596       1a3       NtSetLdtEntries  5f83d2d1383ff82bde9b74d11cd53f7d23c89e3a280f046e87a2f46d8658fe68
597       1a4       NtSetLowEventPair  425ae2c05ed75a06359fc43a3a9740e2cccf178e6fb16feb2c1109fca4487ee4
598       1a5       NtSetLowWaitHighEventPair  68851cf505150dcdaa20d3a6527483ffe0432e04319a28356f82ce6598c0913c
599       1a6       NtSetQuotaInformationFile  1f6dee463bc61c7042afbc5665e78c1e4b5a21961b1e5888da0a1989b017b196
600       1a7       NtSetSecurityObject  d81fdb07c53415db07adf55e348b12fe9d8d7b22519d9f86337ab9dc9dd1eac2
601       1a8       NtSetSystemEnvironmentValue  57d1f0202750d989a3336089e96de51bb832f2f08308896177aa7ad2ba9a57a0
602       1a9       NtSetSystemEnvironmentValueEx  97696076445f45b0da0440a4ffae29d8091aaf7259443dacd8c050c0c7a13f85
604       1ab       NtSetSystemPowerState  a609e75fd4873cf14685a132d534a1f59989fade2aab7a47f04e792c22f8478b
606       1ad       NtSetThreadExecutionState  efd64c4359841169eef0ce801422010dcf94de84b93178d294a8cdc9ea78edfa
607       62        NtSetTimer  67842b242bdb621f5d821f64c7b9c9350ce13cb4e10d9ca55070c7d36eb31dfc
608       1ae       NtSetTimer2  729aa86109193ed5fe579412b3d666278f386cfc647cfe1e9427fcf4c2155762
609       1af       NtSetTimerEx  bdb188b8c4fa89e4a9208fee5e51992b1d2f6fb6dd2b6acc813773863723d172
610       1b0       NtSetTimerResolution  05b8a3c6905f43232c0d139bc1a7e0bbbc28398a0c874c50b40804594469933b
611       1b1       NtSetUuidSeed  04809bab16b577064199e7ff3c7162bb95e5888cee6a41d85b46ec588929de69
612       60        NtSetValueKey  c7158776d56a33eeb175b05aab88d276a4033f2304a163f731f7930e823fbecb
613       1b2       NtSetVolumeInformationFile  3554a371c306b0ea2fb000575df060a722ac55691dd33cfa706978135ee4a254
614       1b3       NtSetWnfProcessNotificationEvent  e2c2fa8843b4185ffe517cbf62573c8447e12995e0bc43281faa0041b0494fdb
615       1b4       NtShutdownSystem  f0d4a4252917f021772a8ace458fcd89fb305afc4f08194d85ad5c9b673c026e
616       1b5       NtShutdownWorkerFactory  c9b588ca5eec1a935160652e0d0e4b4d6d1409b532e27435683fc2846a2c5446
617       1b6       NtSignalAndWaitForSingleObject  bab86ee5d839c1da76e8e3a2327983aca48fce5b64b7b3e4e82a5b33498582ee
618       1b7       NtSinglePhaseReject  fbbb9a045529cfbd616ed7eb465f9b3071a44c80a13ab7bdd27629ca086c130c
619       1b8       NtStartProfile  3bf7e0592601bed24b5045cf40ddbc8dd88fe09c2d87322129d1782f74921a32
620       1b9       NtStopProfile  4b7896e61e04ef288b3b9967e6108fbeb3e00386d358c7aa3ae80634c1c9fbc6
621       1ba       NtSubscribeWnfStateChange  c3303e48916c0b2fa8e3047dbc151c77c66df32d78857c4841d9fc114e75a001
622       1bb       NtSuspendProcess  387f84dec35cca8b3c0e2543110602a0cbb7897e033de41f7b2d5f4c7ec19358
623       1bc       NtSuspendThread  a85f887319fabd186b8b20b95887c63b7fc0af0f40590f184fa2675943ff310b
624       1bd       NtSystemDebugControl  eff932f898baded207b116f22daa12e274fd3e320f0929e32a40eb4f5879b63c
625       1be       NtTerminateEnclave  f8db7b319bd84b81b1a593fc3acb754e130ae12724f4bf24ae9b651579a2258b
626       1bf       NtTerminateJobObject  38035070a622f2934bdffab938032a4d6a87e8965c3ddde52277eb532d908298
627       2c        NtTerminateProcess  e95a46a765f3fc807e10affbe61db8cb58b480c08eb1a01ecf1fd1d3fedb48c7
628       53        NtTerminateThread  ea2895fb3f4ef6ac8dc813c84cff3c641c6031e9e132e3ca68edef44f17f1b7d
629       1c0       NtTestAlert  fc686341d45e21ee3ab8744c75bee848bd0219103d6d6aa28d45803180907a2a
630       1c1       NtThawRegistry  3cb16564b04b81ea72f7a2095eb04ba8dcf635e549fc7efeb0b1686f8913dc7c
631       1c2       NtThawTransactions  06146bf4ae896260a9442b7739c7cc02238651c493a00ce6b7c25ccc766afe6a
632       1c3       NtTraceControl  f85a9783e91e082e0b46b6df8b6470042722a67dc8a4b81f881b48dd41d6a1ee
633       5e        NtTraceEvent  69a705baea563d701dbc55accf0da3543c5f87b1f83690d2f19e1d1c5893aaca
634       1c4       NtTranslateFilePath  fe52901f421c6bdfaeae741554a7d7dcc064de25df799e3c6e3f7100453527ff
635       1c5       NtUmsThreadYield  24299797baec7e0108be13864e7b9ff2d632303f94b06651d5a2d38f03d383f1
636       1c6       NtUnloadDriver  b3429691503aa7422a953dade594fc8cd8b1c6687e9aefbc0f562979a11cc61a
637       1c7       NtUnloadKey  e72652e6c7c8040038527c9bd0539de39f1056fdc4ac82781bd2d5c6f1dfb13f
638       1c8       NtUnloadKey2  3af02141cfe59619982aadf843bb99bb8cf0c1647e8ab6c0e73c965013141f83
639       1c9       NtUnloadKeyEx  037b240f6ddad983f3fd0e5f097dede387ded997bb3cf1ee1ed1bcf20ca81288
640       1ca       NtUnlockFile  b32c8c444e230ad004aced83558d3515637df19b084de63395ebb8cf2144f05e
641       1cb       NtUnlockVirtualMemory  031d7f1271e2a1c940173546896e394de49d4c5581c66766015ae64b2492107d
644       1cd       NtUnsubscribeWnfStateChange  bfab25801526ad5770e03f2bde928e943f87c54824abcfbbb79bf5b847139748
645       1ce       NtUpdateWnfStateData  26dd52837075dad4ed8ed5e8c1d7d154c0ea8c98739ba6ca356d800322de1c83
646       1cf       NtVdmControl  b9b8117a8426ca433fdec5ed7bd20f09450475a4fcd7b79f871ae0240b08abd9
647       1d0       NtWaitForAlertByThreadId  3e11e2f26d365824c2a14cc35b666aec0c7306fef81c7f566298a9178a7770da
648       1d1       NtWaitForDebugEvent  618d8042a02ca32b3d3202f31991802b894965344f90db518410751da501baa5
649       1d2       NtWaitForKeyedEvent  529c670ecdd8b5710a624e7b29972820ac17148d86c0d60d6ffa7fb804cf0522
650       5b        NtWaitForMultipleObjects  3d34444bcacfec64365d49c50504760e54344e0b306166cf9096e8506c3b5bf7
651       1a        NtWaitForMultipleObjects32  72cfa640456a90019941cae7200628536063202c66b4af2914fc32a802bc4421
652       4         NtWaitForSingleObject  913fc240b97312ca662f315b5848c822ed8a00ada60c029be2ab5269bdb48998
653       1d3       NtWaitForWorkViaWorkerFactory  b4c89b6e246b77ed4d5465449ff3952badc725a05c451de49793de042ff20f67
654       1d4       NtWaitHighEventPair  49959fdb73f61b185cb7fa5dcaa56b73934687372b0bbd7b7d1f3e293acb4c84
655       1d5       NtWaitLowEventPair  825568e67da2db3b2add7986c78806ad23d11dd1e8566182f310e7274561f867
656       1         NtWorkerFactoryWorkerReady  dc1661f95d977cd2dd8cd1823783a0ff5f3ce01c39bc256a0ef44e5de59eec38
657       8         NtWriteFile  161582f823c19859b2d95e5b5f7bf1a77d48d4ab8de2f8c40becb14c3ed83d00
658       1b        NtWriteFileGather  f18a70a3feae23b51283bc7f5bad50eea28f83943e3c1e0d9e6152f9b8214aaa
659       57        NtWriteRequestData  efc9c218afad8f3606c8a6de2f39af6c69920cf8cb6ee3ff6bb39e023dfb94ff
661       46        NtYieldExecution  395c296330c8fcf8f6bd0c3612317a6080d2ac07ed13496f4dbb96b90ac36efe
1069      36        RtlGetNativeSystemInformation  f685d470260e2e1827b071fb3c6750878c763f58055f1cd2891298a5806b4199
1774      2         ZwAcceptConnectPort  5eec41eac75e00e2e3c3047677a9625fa73f152b9de1e4225f818a4fbdc12cde
1775      0         ZwAccessCheck  31f582e1171bd1ff109005a09cc24d4096da5707fdb859db06de5d53dccf5af5
1776      29        ZwAccessCheckAndAuditAlarm  62235201146f7a29eb97bd8bc50718ef2fefc70dc317064a89bd56166c2dca93
1777      63        ZwAccessCheckByType  f92fc996c59af6cd3f5acdfdf1da0028ec44a2e2a0c9dcf6af5207548ef466b1
1778      59        ZwAccessCheckByTypeAndAuditAlarm  bc0ac13b7ea730bd222c35f8c8c225e3cecc79626253dfe62ebe3de9d25fdfaa
1779      64        ZwAccessCheckByTypeResultList  58b3da152757ae6fca69aac0dcf801fe6d3d7eb747668c4aef5d389fde39bb73
1780      65        ZwAccessCheckByTypeResultListAndAuditAlarm  5ab72986793cc545ac11b3e19b571f1f53dafad4f3206d11ef0780f5c3105144
1781      66        ZwAccessCheckByTypeResultListAndAuditAlarmByHandle  3cef7652fe2841c6a288c14e00b04fd153c645b8cdc5be5b63270cd223305354
1782      67        ZwAcquireCrossVmMutant  72f6cfd93e72fe5cbb23ad81f720f922a51b0ce8da62d4fc2d7e48b758cf52af
1783      68        ZwAcquireProcessActivityReference  e6654dc39b665b43500a4510e3f9411b2127339d251730512e2c961566de9662
1784      47        ZwAddAtom   d249e17a18c382d9aecd846db5dc31b03b897ca1704199d7c7bdcda26f7794d2
